<<<<<<< HEAD
2026-01-28 11:39:56,22.2,84.8,78.5,142963711,3658128235
2026-01-28 11:40:02,10.7,85.9,78.5,142990260,3658179522
2026-01-28 11:40:08,39.0,86.6,78.5,143102870,3665890688
2026-01-28 11:40:14,17.5,85.7,78.5,143114059,3665894048
2026-01-28 11:40:20,9.6,86.2,78.5,143132120,3665903264
2026-01-28 11:40:26,4.9,86.1,78.5,143160548,3665916089
2026-01-28 11:40:32,11.5,85.5,78.5,143179164,3665918619
2026-01-28 11:40:38,4.9,84.1,78.5,143221184,3665931609
2026-01-28 11:40:44,5.9,83.8,78.5,143239725,3665933633
2026-01-28 11:40:50,15.2,83.9,78.5,143257803,3665939760
2026-01-28 11:40:56,8.5,83.8,78.5,143260970,3665940263
2026-01-28 11:41:02,8.1,83.9,78.5,143276826,3665949397
2026-01-28 11:41:08,5.6,83.3,78.5,143283461,3665951265
2026-01-28 11:41:14,9.1,84.5,78.5,143292027,3665952622
2026-01-28 11:41:20,20.9,87.1,78.5,143339928,3665973613
2026-01-28 11:41:26,36.6,90.1,78.5,143358099,3665983013
2026-01-28 11:41:32,7.0,89.8,78.5,143390227,3666000485
2026-01-28 11:41:38,7.8,89.0,78.5,143402397,3666106700
2026-01-28 11:41:44,5.7,88.8,78.5,143412553,3666113255
2026-01-28 11:41:50,15.8,89.3,78.5,143445946,3666398831
2026-01-28 11:41:56,13.7,89.3,78.5,143475264,3666410793
2026-01-28 11:42:02,15.3,89.6,78.5,143476735,3666411957
2026-01-28 11:42:08,2.9,89.6,78.5,143477016,3666412570
2026-01-28 11:42:14,11.7,89.6,78.5,143495397,3666415131
2026-01-28 11:42:20,5.7,89.7,78.5,143512527,3666420132
2026-01-28 11:42:26,12.6,89.6,78.5,143516872,3666427643
2026-01-28 11:42:32,14.8,90.5,78.5,143563879,3666454574
2026-01-28 11:42:38,7.5,90.2,78.5,143573150,3666533528
2026-01-28 11:42:45,14.2,90.4,78.5,143587070,3666536101
2026-01-28 11:42:51,28.0,88.6,78.5,143637662,3666562134
2026-01-28 11:42:57,12.3,87.5,78.5,143667294,3666618867
2026-01-28 11:43:03,23.8,88.0,78.5,143753290,3666647384
2026-01-28 11:43:09,19.7,89.4,78.5,143910471,3666668716
2026-01-28 11:43:15,6.9,89.9,78.5,143938182,3666691250
2026-01-28 11:43:21,19.4,90.2,78.5,143980913,3666707593
2026-01-28 11:43:27,24.9,91.2,78.5,143999386,3666723664
2026-01-28 11:43:33,15.9,91.6,78.5,144031381,3666738398
2026-01-28 11:43:39,25.7,87.8,78.5,144063904,3666782466
2026-01-28 11:43:45,15.3,88.3,78.5,144182881,3666834831
2026-01-28 11:43:51,10.3,88.8,78.5,144192139,3666849044
2026-01-28 11:43:57,13.8,89.4,78.5,144278469,3666872627
2026-01-28 11:44:03,5.1,88.6,78.5,144290358,3666875466
2026-01-28 11:44:09,26.7,88.2,78.5,144344299,3666887365
2026-01-28 11:44:15,17.3,85.0,78.5,144452130,3666941989
2026-01-28 11:44:21,22.9,86.4,78.5,144458291,3666943800
2026-01-28 11:44:27,18.9,88.1,78.5,144498324,3666970967
2026-01-28 11:44:33,7.8,87.9,78.5,144502526,3666972071
2026-01-28 11:44:39,5.8,87.9,78.5,144503502,3666972169
2026-01-28 11:44:45,16.7,86.6,78.5,144517524,3666974979
2026-01-28 11:44:51,9.8,85.4,78.5,144518351,3666975746
2026-01-28 11:44:57,6.9,86.4,78.5,144518765,3666978839
2026-01-28 11:45:03,15.5,85.6,78.5,144553323,3666988209
2026-01-28 11:45:09,15.9,85.7,78.5,144586296,3667000748
2026-01-28 11:45:15,1.4,85.8,78.5,144604243,3667018068
2026-01-28 11:45:21,9.3,86.2,78.5,144618148,3667026061
2026-01-28 11:45:27,7.1,85.8,78.5,144635793,3667039183
2026-01-28 11:45:33,7.4,85.7,78.5,144636659,3667040074
2026-01-28 11:45:39,10.8,86.1,78.5,144729207,3667085619
2026-01-28 11:45:45,14.4,86.2,78.5,144756572,3667096478
2026-01-28 11:45:51,27.4,87.9,78.5,144802640,3667115515
2026-01-28 11:45:57,19.8,85.3,78.5,144923859,3667154488
2026-01-28 11:46:03,9.5,85.3,78.5,145043510,3667174123
2026-01-28 11:46:09,9.7,85.4,78.5,145135376,3667199090
2026-01-28 11:46:15,8.6,85.5,78.5,145218103,3667205082
2026-01-28 11:46:21,15.0,85.5,78.5,145360085,3667238244
2026-01-28 11:46:27,16.0,86.5,78.5,145376821,3667241406
2026-01-28 11:46:33,8.2,86.4,78.5,145418351,3667244038
2026-01-28 11:46:39,11.3,85.3,78.5,145440698,3667251649
2026-01-28 11:46:45,11.0,85.5,78.5,145449374,3667253467
2026-01-28 11:46:51,6.3,85.6,78.5,145458014,3667261359
2026-01-28 11:46:57,3.9,85.0,78.5,145458341,3667262025
2026-01-28 11:47:03,19.4,85.2,78.5,145460009,3667263289
2026-01-28 11:47:09,6.7,87.2,78.5,145487166,3667296814
2026-01-28 11:47:15,16.6,87.3,78.5,145521212,3667305811
2026-01-28 11:47:21,15.6,87.3,78.5,145522122,3667306751
2026-01-28 11:47:27,10.8,87.3,78.5,145544690,3667315072
2026-01-28 11:47:33,17.4,85.6,78.5,145593508,3667333410
2026-01-28 11:47:39,21.6,85.4,78.5,145643365,3667426535
2026-01-28 11:47:45,9.4,86.1,78.5,145673901,3667432633
2026-01-28 11:47:51,9.5,86.1,78.5,145674946,3667433461
2026-01-28 11:47:57,22.1,87.2,78.5,145893175,3667694861
2026-01-28 11:48:03,7.5,87.4,78.5,146072272,3671633380
2026-01-28 11:48:09,4.0,87.4,78.5,146098847,3671660509
2026-01-28 11:48:15,5.1,87.4,78.5,146173505,3671687653
2026-01-28 11:49:13,23.9,88.1,78.5,146721971,3689146601
2026-01-28 11:49:19,7.5,84.8,78.5,146763986,3689155348
2026-01-28 11:49:25,7.1,83.5,78.5,146775115,3689163322
